id,short_id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,distance_from_anchors,angle_from_anchors,similar_neighbors,updated_label
22075,7,images/kitchen/14_segmented_sun_agjgqbkyzrmbshcm.jpg,"[[95, 341], [0, 369], [0, 427], [80, 428], [95, 382]]",drawer,0.355,"[[0, 308], [800, 308], [800, 600], [0, 600]]",below,0.916,87.0,95.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.3157, 'electronic kettle': 0.1723, 'coffee machine': 0.2567, 'oven': 0.0813}","{'microwave': 318.93, 'electronic kettle': 313.91, 'coffee machine': 334.78, 'oven': 26.31}",[],drawer
22076,8,images/kitchen/14_segmented_sun_agjgqbkyzrmbshcm.jpg,"[[223, 420], [223, 426], [223, 425], [224, 424], [224, 423], [223, 422]]",cabinet door,0.331,"[[0, 308], [800, 308], [800, 600], [0, 600]]",below,6.0,6.0,1.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2509, 'electronic kettle': 0.1658, 'coffee machine': 0.1565, 'oven': 0.0965}","{'microwave': 285.88, 'electronic kettle': 252.5, 'coffee machine': 293.7, 'oven': 178.76}",[],cabinet door
22077,9,images/kitchen/14_segmented_sun_agjgqbkyzrmbshcm.jpg,"[[239, 407], [237, 444], [243, 474], [263, 478], [272, 447], [272, 415], [260, 408]]",drawer,0.377,"[[0, 308], [800, 308], [800, 600], [0, 600]]",below,2.029,71.0,35.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2596, 'electronic kettle': 0.192, 'coffee machine': 0.162, 'oven': 0.129}","{'microwave': 278.16, 'electronic kettle': 244.83, 'coffee machine': 281.07, 'oven': 186.04}",[],drawer
22078,10,images/kitchen/14_segmented_sun_agjgqbkyzrmbshcm.jpg,"[[218, 354], [219, 380], [290, 392], [292, 356]]",drawer,0.313,"[[0, 308], [800, 308], [800, 600], [0, 600]]",below,0.514,38.0,74.0,"{""above"": 22079, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1921, 'electronic kettle': 0.133, 'coffee machine': 0.0958, 'oven': 0.1392}","{'microwave': 281.18, 'electronic kettle': 232.33, 'coffee machine': 289.19, 'oven': 156.76}",[],drawer
22079,11,images/kitchen/14_segmented_sun_agjgqbkyzrmbshcm.jpg,"[[219, 321], [220, 352], [294, 351], [292, 321]]",cabinet door,0.317,"[[0, 308], [800, 308], [800, 600], [0, 600]]",below,0.413,31.0,75.0,"{""above"": null, ""below"": 22078, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""coffee machine"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1583, 'electronic kettle': 0.109, 'coffee machine': 0.0638, 'oven': 0.1571}","{'microwave': 283.05, 'electronic kettle': 220.63, 'coffee machine': 298.07, 'oven': 145.43}",[],cabinet door
22080,12,images/kitchen/14_segmented_sun_agjgqbkyzrmbshcm.jpg,"[[332, 460], [329, 464], [332, 482], [343, 482], [342, 472]]",cabinet door,0.307,"[[0, 308], [800, 308], [800, 600], [0, 600]]",below,1.571,22.0,14.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2933, 'electronic kettle': 0.2627, 'coffee machine': 0.1982, 'oven': 0.2139}","{'microwave': 261.45, 'electronic kettle': 231.9, 'coffee machine': 255.59, 'oven': 192.58}",[],cabinet door
22081,13,images/kitchen/14_segmented_sun_agjgqbkyzrmbshcm.jpg,"[[288, 423], [285, 450], [290, 481], [295, 487], [300, 482], [310, 484], [317, 441]]",drawer,0.303,"[[0, 308], [800, 308], [800, 600], [0, 600]]",below,2.0,64.0,32.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2821, 'electronic kettle': 0.2344, 'coffee machine': 0.1844, 'oven': 0.1753}","{'microwave': 268.81, 'electronic kettle': 237.97, 'coffee machine': 266.39, 'oven': 192.71}",[],drawer
22082,14,images/kitchen/14_segmented_sun_agjgqbkyzrmbshcm.jpg,"[[223, 423], [223, 424]]",drawer,0.342,"[[0, 308], [800, 308], [800, 600], [0, 600]]",below,inf,1.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2512, 'electronic kettle': 0.1658, 'coffee machine': 0.1568, 'oven': 0.0962}","{'microwave': 285.95, 'electronic kettle': 252.63, 'coffee machine': 293.79, 'oven': 178.85}",[],drawer
22083,1,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[544, 378], [542, 418], [597, 434], [598, 394]]",drawer,0.478,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",below,1.0,56.0,56.0,"{""above"": null, ""below"": 22085, ""left"": null, ""right"": 22091, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.0939, 'sink': 0.3548, 'microwave': 0.0944, 'oven': 0.2016, 'stove': 0.1636, 'electronic kettle': 0.3315}","{'refrigerator': 207.36, 'sink': 178.43, 'microwave': 325.17, 'oven': 12.31, 'stove': 354.84, 'electronic kettle': 354.46}",[],drawer
22084,2,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[599, 450], [593, 602], [658, 637], [664, 471]]",cabinet door,0.451,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",below,2.634,187.0,71.0,"{""above"": 22091, ""below"": null, ""left"": 22085, ""right"": null, ""top_left"": 22083, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""oven"", ""top_left"": ""refrigerator"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1962, 'sink': 0.4113, 'microwave': 0.1618, 'oven': 0.1636, 'stove': 0.1675, 'electronic kettle': 0.3156}","{'refrigerator': 228.92, 'sink': 193.35, 'microwave': 281.39, 'oven': 337.83, 'stove': 314.53, 'electronic kettle': 334.33}",[],cabinet door
22085,3,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[542, 427], [539, 570], [591, 600], [595, 448]]",cabinet door,0.445,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",below,3.089,173.0,56.0,"{""above"": 22083, ""below"": null, ""left"": null, ""right"": 22084, ""top_left"": null, ""top_right"": 22091, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""oven"", ""top_left"": ""refrigerator"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1491, 'sink': 0.3593, 'microwave': 0.158, 'oven': 0.2035, 'stove': 0.192, 'electronic kettle': 0.3518}","{'refrigerator': 237.25, 'sink': 191.64, 'microwave': 300.5, 'oven': 348.88, 'stove': 329.67, 'electronic kettle': 341.05}",[],cabinet door
22086,4,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[846, 533], [828, 729], [886, 764], [933, 766], [953, 572]]",cabinet door,0.436,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",below,1.864,233.0,125.0,"{""above"": 22092, ""below"": null, ""left"": null, ""right"": 22093, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""oven"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""oven"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.417, 'sink': 0.6357, 'microwave': 0.3135, 'oven': 0.1735, 'stove': 0.2392, 'electronic kettle': 0.2537}","{'refrigerator': 217.11, 'sink': 198.22, 'microwave': 236.79, 'oven': 252.49, 'stove': 248.87, 'electronic kettle': 288.57}",[],cabinet door
22087,5,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[618, 237], [618, 239]]",cabinet door,0.312,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",above,inf,2.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1494, 'sink': 0.4165, 'microwave': 0.0871, 'oven': 0.2363, 'stove': 0.1714, 'electronic kettle': 0.309}","{'refrigerator': 143.88, 'sink': 160.22, 'microwave': 62.56, 'oven': 47.5, 'stove': 42.84, 'electronic kettle': 18.73}",[],cabinet door
22088,6,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[622, 12], [616, 270], [673, 278], [679, 5]]",cabinet door,0.366,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",above,4.333,273.0,63.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": 22089, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""microwave"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""refrigerator"", ""bottom_right"": null}","{'refrigerator': 0.2178, 'sink': 0.4681, 'microwave': 0.1539, 'oven': 0.2847, 'stove': 0.2178, 'electronic kettle': 0.3213}","{'refrigerator': 131.29, 'sink': 152.45, 'microwave': 83.62, 'oven': 61.33, 'stove': 61.9, 'electronic kettle': 32.96}",[],cabinet door
22089,7,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[613, 10], [557, 23], [555, 108], [614, 102]]",cabinet door,0.381,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",above,1.661,98.0,59.0,"{""above"": null, ""below"": null, ""left"": 22090, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 22088}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2456, 'sink': 0.4605, 'microwave': 0.2257, 'oven': 0.3637, 'stove': 0.2967, 'electronic kettle': 0.3975}","{'refrigerator': 112.69, 'sink': 142.64, 'microwave': 72.96, 'oven': 59.3, 'stove': 59.26, 'electronic kettle': 36.72}",[],cabinet door
22090,8,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[553, 23], [502, 30], [501, 110], [550, 107]]",drawer,0.463,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",above,1.673,87.0,52.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 22089, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2267, 'sink': 0.4217, 'microwave': 0.2383, 'oven': 0.3846, 'stove': 0.3182, 'electronic kettle': 0.432}","{'refrigerator': 102.54, 'sink': 139.45, 'microwave': 62.07, 'oven': 53.06, 'stove': 51.71, 'electronic kettle': 32.55}",[],drawer
22091,9,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[604, 395], [601, 437], [665, 459], [663, 413]]",drawer,0.434,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",below,1.0,64.0,64.0,"{""above"": null, ""below"": 22084, ""left"": 22083, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 22085, ""bottom_right"": null}","{""above"": ""microwave"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1451, 'sink': 0.4039, 'microwave': 0.075, 'oven': 0.1503, 'stove': 0.1177, 'electronic kettle': 0.2848}","{'refrigerator': 203.91, 'sink': 180.84, 'microwave': 292.11, 'oven': 10.48, 'stove': 345.06, 'electronic kettle': 350.37}",[],drawer
22092,10,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[851, 467], [850, 522], [956, 558], [959, 495]]",cabinet door,0.372,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",below,0.835,91.0,109.0,"{""above"": null, ""below"": 22086, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 22093}","{""above"": null, ""below"": null, ""left"": ""oven"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.3661, 'sink': 0.6196, 'microwave': 0.228, 'oven': 0.0746, 'stove': 0.1373, 'electronic kettle': 0.1331}","{'refrigerator': 199.93, 'sink': 186.67, 'microwave': 216.49, 'oven': 211.23, 'stove': 224.58, 'electronic kettle': 301.34}",[],cabinet door
22093,11,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[961, 575], [943, 765], [1023, 766], [1023, 596]]",cabinet door,0.336,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",below,2.388,191.0,80.0,"{""above"": null, ""below"": null, ""left"": 22086, ""right"": null, ""top_left"": 22092, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.4816, 'sink': 0.7096, 'microwave': 0.3629, 'oven': 0.2115, 'stove': 0.2781, 'electronic kettle': 0.2426}","{'refrigerator': 211.79, 'sink': 196.44, 'microwave': 226.78, 'oven': 232.41, 'stove': 234.11, 'electronic kettle': 270.94}",[],cabinet door
22094,12,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[770, 0], [766, 103], [838, 101], [842, 0]]",cabinet door,0.34,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",above,1.355,103.0,76.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 22096, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.3544, 'sink': 0.6092, 'microwave': 0.2469, 'oven': 0.3206, 'stove': 0.2634, 'electronic kettle': 0.2862}","{'refrigerator': 138.64, 'sink': 151.89, 'microwave': 115.2, 'oven': 87.43, 'stove': 94.28, 'electronic kettle': 59.01}",[],cabinet door
22095,13,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[849, 0], [846, 100], [929, 98], [932, 0]]",cabinet door,0.31,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",above,1.163,100.0,86.0,"{""above"": null, ""below"": null, ""left"": 22094, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.4073, 'sink': 0.669, 'microwave': 0.2826, 'oven': 0.3257, 'stove': 0.2775, 'electronic kettle': 0.2594}","{'refrigerator': 144.7, 'sink': 154.48, 'microwave': 127.37, 'oven': 99.2, 'stove': 108.07, 'electronic kettle': 71.82}",[],cabinet door
22096,14,images/kitchen/14_segmented_sun_aepvxmukjcxphfiy.jpg,"[[769, 0], [766, 104], [932, 98], [933, 0]]",drawer,0.379,"[[0, 366], [1024, 366], [1024, 768], [0, 768]]",above,0.623,104.0,167.0,"{""above"": null, ""below"": null, ""left"": 22094, ""right"": 22095, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.3824, 'sink': 0.6412, 'microwave': 0.2646, 'oven': 0.3214, 'stove': 0.2688, 'electronic kettle': 0.2698}","{'refrigerator': 142.16, 'sink': 153.37, 'microwave': 122.23, 'oven': 93.85, 'stove': 101.94, 'electronic kettle': 65.61}",[],drawer
22097,1,images/kitchen/13_segmented_sun_amjjibveuuidjzks.jpg,"[[342, 336], [265, 344], [267, 499], [342, 479]]",cabinet door,0.537,"[[0, 316], [800, 316], [800, 532], [0, 532]]",below,2.117,163.0,77.0,"{""above"": null, ""below"": null, ""left"": 22105, ""right"": 22099, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""stove"", ""top_right"": ""coffee machine"", ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.3741, 'stove': 0.1247, 'coffee machine': 0.1484, 'sink': 0.3363}","{'dishwasher': 359.02, 'stove': 233.66, 'coffee machine': 295.33, 'sink': 346.85}",[],cabinet door
22098,2,images/kitchen/13_segmented_sun_amjjibveuuidjzks.jpg,"[[414, 344], [410, 501], [486, 529], [490, 357]]",cabinet door,0.52,"[[0, 316], [800, 316], [800, 532], [0, 532]]",below,2.312,185.0,80.0,"{""above"": null, ""below"": null, ""left"": 22099, ""right"": 22100, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""sink"", ""top_left"": ""coffee machine"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.2235, 'stove': 0.2555, 'coffee machine': 0.1769, 'sink': 0.1999}","{'dishwasher': 353.47, 'stove': 207.87, 'coffee machine': 239.99, 'sink': 331.46}",[],cabinet door
22099,3,images/kitchen/13_segmented_sun_amjjibveuuidjzks.jpg,"[[348, 337], [346, 477], [406, 500], [408, 345]]",cabinet door,0.52,"[[0, 316], [800, 316], [800, 532], [0, 532]]",below,2.629,163.0,62.0,"{""above"": null, ""below"": null, ""left"": 22097, ""right"": 22098, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""coffee machine"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""stove"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.2981, 'stove': 0.1806, 'coffee machine': 0.135, 'sink': 0.263}","{'dishwasher': 358.72, 'stove': 213.9, 'coffee machine': 264.69, 'sink': 343.03}",[],cabinet door
22100,4,images/kitchen/13_segmented_sun_amjjibveuuidjzks.jpg,"[[592, 358], [494, 356], [491, 530], [532, 529], [595, 481]]",cabinet door,0.516,"[[0, 316], [800, 316], [800, 532], [0, 532]]",below,1.673,174.0,104.0,"{""above"": null, ""below"": null, ""left"": 22098, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""dishwasher"", ""top_left"": null, ""top_right"": ""sink"", ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.135, 'stove': 0.3489, 'coffee machine': 0.2511, 'sink': 0.1401}","{'dishwasher': 340.89, 'stove': 203.34, 'coffee machine': 223.22, 'sink': 305.34}",[],cabinet door
22101,5,images/kitchen/13_segmented_sun_amjjibveuuidjzks.jpg,"[[14, 10], [11, 215], [99, 220], [100, 33]]",cabinet door,0.505,"[[0, 316], [800, 316], [800, 532], [0, 532]]",above,2.36,210.0,89.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 22102, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""coffee machine"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.7, 'stove': 0.2768, 'coffee machine': 0.3651, 'sink': 0.6294}","{'dishwasher': 25.43, 'stove': 48.28, 'coffee machine': 28.26, 'sink': 21.49}",[],cabinet door
22102,6,images/kitchen/13_segmented_sun_amjjibveuuidjzks.jpg,"[[106, 34], [102, 219], [176, 227], [179, 51]]",cabinet door,0.506,"[[0, 316], [800, 316], [800, 532], [0, 532]]",above,2.506,193.0,77.0,"{""above"": null, ""below"": null, ""left"": 22101, ""right"": 22107, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""coffee machine"", ""bottom_right"": null}","{'dishwasher': 0.6149, 'stove': 0.2154, 'coffee machine': 0.2825, 'sink': 0.5426}","{'dishwasher': 27.8, 'stove': 63.53, 'coffee machine': 34.28, 'sink': 23.54}",[],cabinet door
22103,7,images/kitchen/13_segmented_sun_amjjibveuuidjzks.jpg,"[[345, 94], [342, 233], [382, 237], [387, 107]]",cabinet door,0.506,"[[0, 316], [800, 316], [800, 532], [0, 532]]",above,3.178,143.0,45.0,"{""above"": null, ""below"": null, ""left"": 22104, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""coffee machine"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.3997, 'stove': 0.2075, 'coffee machine': 0.1227, 'sink': 0.3206}","{'dishwasher': 38.79, 'stove': 131.08, 'coffee machine': 89.51, 'sink': 34.23}",[],cabinet door
22104,8,images/kitchen/13_segmented_sun_amjjibveuuidjzks.jpg,"[[295, 82], [289, 231], [338, 234], [340, 95]]",cabinet door,0.47,"[[0, 316], [800, 316], [800, 532], [0, 532]]",above,2.98,152.0,51.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 22103, ""top_left"": 22107, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""coffee machine""}","{'dishwasher': 0.4445, 'stove': 0.1851, 'coffee machine': 0.14, 'sink': 0.3672}","{'dishwasher': 35.47, 'stove': 117.65, 'coffee machine': 68.41, 'sink': 30.77}",[],cabinet door
22105,9,images/kitchen/13_segmented_sun_amjjibveuuidjzks.jpg,"[[263, 344], [38, 360], [36, 421], [261, 391]]",drawer,0.367,"[[0, 316], [800, 316], [800, 532], [0, 532]]",below,0.339,77.0,227.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 22097, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""coffee machine"", ""top_right"": ""stove"", ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.5357, 'stove': 0.1076, 'coffee machine': 0.2445, 'sink': 0.4899}","{'dishwasher': 3.27, 'stove': 323.85, 'coffee machine': 336.57, 'sink': 355.37}",[],drawer
22106,10,images/kitchen/13_segmented_sun_amjjibveuuidjzks.jpg,"[[204, 63], [204, 64], [208, 64], [209, 65], [212, 64], [212, 63]]",cabinet door,0.337,"[[0, 316], [800, 316], [800, 532], [0, 532]]",above,0.25,2.0,8.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.5942, 'stove': 0.2658, 'coffee machine': 0.2827, 'sink': 0.5155}","{'dishwasher': 37.12, 'stove': 84.42, 'coffee machine': 54.73, 'sink': 34.03}",[],cabinet door
22107,11,images/kitchen/13_segmented_sun_amjjibveuuidjzks.jpg,"[[186, 50], [182, 192], [288, 200], [289, 79], [273, 88], [215, 64], [240, 73]]",drawer,0.358,"[[0, 316], [800, 316], [800, 532], [0, 532]]",above,1.402,150.0,107.0,"{""above"": null, ""below"": null, ""left"": 22102, ""right"": null, ""top_left"": 22106, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 22104}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.542, 'stove': 0.2202, 'coffee machine': 0.2279, 'sink': 0.4644}","{'dishwasher': 35.42, 'stove': 91.63, 'coffee machine': 54.86, 'sink': 31.69}",[],drawer
22108,12,images/kitchen/13_segmented_sun_amjjibveuuidjzks.jpg,"[[171, 526], [170, 525], [169, 526]]",drawer,0.33,"[[0, 316], [800, 316], [800, 532], [0, 532]]",below,0.5,1.0,2.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.5278, 'stove': 0.2259, 'coffee machine': 0.3219, 'sink': 0.505}","{'dishwasher': 346.62, 'stove': 286.88, 'coffee machine': 309.09, 'sink': 337.63}",[],drawer
22109,13,images/kitchen/13_segmented_sun_amjjibveuuidjzks.jpg,"[[75, 526], [84, 526], [78, 526], [77, 525], [76, 526]]",cabinet door,0.317,"[[0, 316], [800, 316], [800, 532], [0, 532]]",below,0.111,1.0,9.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.6214, 'stove': 0.2698, 'coffee machine': 0.3895, 'sink': 0.5947}","{'dishwasher': 348.65, 'stove': 306.72, 'coffee machine': 320.07, 'sink': 341.13}",[],cabinet door
